age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,date
29,management,single,tertiary,no,91,no,no,cellular,30,4,99,1,274,4,other,no,2014-04-30 00:00:00
26,management,married,tertiary,no,775,no,no,,19,5,35,3,-1,0,,no,2014-05-19 00:00:00
26,blue-collar,single,secondary,no,2669,yes,no,cellular,16,4,242,1,-1,0,,no,2014-04-16 00:00:00
23,management,single,tertiary,no,2605,yes,no,,7,5,278,6,-1,0,,no,2014-05-07 00:00:00
51,management,single,,no,1277,no,no,cellular,22,2,143,5,294,1,failure,no,2014-02-22 00:00:00
51,blue-collar,married,secondary,no,568,yes,no,,4,6,37,1,-1,0,,no,2014-06-04 00:00:00
43,technician,married,secondary,no,2344,yes,no,,27,5,111,2,-1,0,,no,2014-05-27 00:00:00
81,retired,divorced,primary,no,4321,no,no,cellular,11,8,163,3,-1,0,,no,2014-08-11 00:00:00
42,management,divorced,tertiary,no,1064,no,no,cellular,18,8,101,2,-1,0,,no,2014-08-18 00:00:00
41,services,married,secondary,no,241,yes,yes,,4,6,144,1,-1,0,,no,2014-06-04 00:00:00
35,technician,single,secondary,no,183,no,no,cellular,1,9,516,2,130,2,failure,no,2014-09-01 00:00:00
32,management,married,tertiary,no,9214,no,yes,,18,10,71,1,-1,0,,no,2014-10-18 00:00:00
51,services,single,secondary,no,513,yes,no,cellular,29,7,331,2,-1,0,,no,2014-07-29 00:00:00
33,technician,married,secondary,no,14850,yes,no,cellular,5,2,122,5,-1,0,,no,2014-02-05 00:00:00
38,self-employed,married,secondary,no,279,yes,no,,28,5,110,5,-1,0,,no,2014-05-28 00:00:00
48,retired,married,tertiary,no,4,no,yes,cellular,23,7,70,5,-1,0,,no,2014-07-23 00:00:00
50,technician,divorced,secondary,no,-298,yes,no,cellular,6,2,68,8,-1,0,,no,2014-02-06 00:00:00
39,blue-collar,single,secondary,no,522,yes,no,telephone,14,5,225,7,350,2,failure,no,2014-05-14 00:00:00
30,services,single,secondary,no,0,yes,no,cellular,7,7,161,2,-1,0,,no,2014-07-07 00:00:00
39,technician,married,secondary,no,8,no,yes,cellular,17,11,333,2,96,2,failure,no,2014-11-17 00:00:00
35,technician,married,tertiary,no,432,no,no,cellular,12,8,104,8,-1,0,,no,2014-08-12 00:00:00
41,technician,married,secondary,no,-378,yes,no,cellular,5,2,361,1,253,2,failure,no,2014-02-05 00:00:00
41,admin,married,secondary,no,338,yes,no,,16,5,121,1,-1,0,,no,2014-05-16 00:00:00
35,blue-collar,married,primary,no,2878,yes,no,cellular,18,11,140,2,-1,0,,no,2014-11-18 00:00:00
43,management,married,primary,no,62,yes,no,cellular,14,5,133,1,300,3,failure,no,2014-05-14 00:00:00
27,services,married,secondary,no,1303,yes,yes,,21,5,364,1,-1,0,,no,2014-05-21 00:00:00
32,technician,married,secondary,no,255,no,yes,cellular,25,8,63,5,-1,0,,no,2014-08-25 00:00:00
39,technician,divorced,secondary,no,0,yes,yes,cellular,30,4,85,1,-1,0,,no,2014-04-30 00:00:00
37,management,married,tertiary,no,1125,yes,no,,3,6,301,1,-1,0,,no,2014-06-03 00:00:00
40,entrepreneur,married,secondary,no,1238,yes,no,telephone,21,7,50,2,-1,0,,no,2014-07-21 00:00:00
33,blue-collar,married,secondary,no,370,yes,no,cellular,8,4,249,1,-1,0,,no,2014-04-08 00:00:00
29,management,married,tertiary,no,2417,yes,no,cellular,7,5,126,2,-1,0,,no,2014-05-07 00:00:00
50,housemaid,married,primary,no,4,no,no,,16,6,51,1,-1,0,,no,2014-06-16 00:00:00
39,admin,married,primary,no,444,yes,no,cellular,8,5,374,2,-1,0,,no,2014-05-08 00:00:00
32,technician,single,secondary,no,28,yes,no,cellular,18,11,368,1,-1,0,,no,2014-11-18 00:00:00
49,management,married,tertiary,no,2139,no,no,cellular,5,8,278,1,-1,0,,no,2014-08-05 00:00:00
37,blue-collar,married,secondary,no,194,yes,no,,12,5,566,7,-1,0,,no,2014-05-12 00:00:00
57,blue-collar,married,primary,yes,195,no,yes,telephone,30,7,185,4,-1,0,,no,2014-07-30 00:00:00
44,management,married,secondary,no,0,no,no,cellular,21,8,167,2,-1,0,,no,2014-08-21 00:00:00
36,self-employed,married,secondary,no,189,yes,no,cellular,22,7,632,1,-1,0,,no,2014-07-22 00:00:00
55,management,single,secondary,no,220,yes,no,,6,5,328,2,-1,0,,no,2014-05-06 00:00:00
40,admin,married,primary,no,189,yes,no,,27,5,160,2,-1,0,,no,2014-05-27 00:00:00
40,blue-collar,married,secondary,no,746,yes,yes,cellular,2,2,241,1,262,3,other,no,2014-02-02 00:00:00
44,management,married,secondary,no,13054,yes,no,cellular,11,5,471,2,174,12,other,no,2014-05-11 00:00:00
41,services,married,primary,no,0,yes,no,cellular,17,7,18,11,-1,0,,no,2014-07-17 00:00:00
65,retired,married,secondary,no,23421,no,no,cellular,2,2,432,1,-1,0,,no,2014-02-02 00:00:00
31,blue-collar,married,secondary,no,41,yes,no,,19,5,265,1,-1,0,,no,2014-05-19 00:00:00
48,blue-collar,married,secondary,no,7408,no,yes,cellular,4,2,101,2,-1,0,,no,2014-02-04 00:00:00
55,retired,married,tertiary,no,101,yes,no,cellular,9,7,111,1,-1,0,,no,2014-07-09 00:00:00
34,admin,married,secondary,no,384,yes,no,cellular,14,5,551,2,-1,0,,no,2014-05-14 00:00:00
36,admin,single,secondary,no,2556,yes,no,cellular,13,4,342,1,-1,0,,no,2014-04-13 00:00:00
33,management,married,tertiary,no,808,yes,no,cellular,19,8,12,16,-1,0,,no,2014-08-19 00:00:00
46,management,married,tertiary,no,0,no,no,cellular,26,5,401,1,-1,0,,no,2014-05-26 00:00:00
52,management,married,tertiary,no,1158,no,no,cellular,27,8,57,4,-1,0,,no,2014-08-27 00:00:00
33,management,married,tertiary,no,334,no,no,cellular,25,11,87,1,-1,0,,no,2014-11-25 00:00:00
29,blue-collar,married,secondary,no,296,yes,no,,4,6,153,1,-1,0,,no,2014-06-04 00:00:00
36,technician,married,primary,no,1653,yes,yes,,27,5,336,10,-1,0,,no,2014-05-27 00:00:00
37,admin,married,secondary,no,1283,yes,no,,20,5,209,1,-1,0,,no,2014-05-20 00:00:00
53,blue-collar,married,primary,no,2295,no,no,cellular,21,8,65,10,-1,0,,no,2014-08-21 00:00:00
28,unemployed,married,secondary,no,-42,yes,yes,cellular,31,7,143,4,-1,0,,no,2014-07-31 00:00:00
19,student,single,secondary,no,55,no,no,telephone,6,10,89,2,193,1,other,no,2014-10-06 00:00:00
41,housemaid,married,primary,no,365,no,no,cellular,8,8,203,5,-1,0,,no,2014-08-08 00:00:00
33,services,single,secondary,no,772,yes,no,cellular,29,1,323,2,259,3,success,no,2014-01-29 00:00:00
28,management,single,tertiary,no,334,yes,no,,14,5,438,4,-1,0,,no,2014-05-14 00:00:00
40,admin,married,secondary,no,1060,yes,no,cellular,17,4,14,3,-1,0,,no,2014-04-17 00:00:00
78,retired,married,,no,38,no,no,telephone,4,8,156,1,1,3,other,no,2014-08-04 00:00:00
29,services,single,secondary,no,146,yes,no,,19,5,104,2,-1,0,,no,2014-05-19 00:00:00
36,unemployed,married,secondary,no,439,yes,no,telephone,6,2,18,6,-1,0,,no,2014-02-06 00:00:00
59,entrepreneur,married,primary,no,124,yes,no,cellular,18,11,531,3,134,7,failure,no,2014-11-18 00:00:00
34,services,married,secondary,no,190,yes,no,cellular,15,5,121,3,-1,0,,no,2014-05-15 00:00:00
82,retired,married,,no,211,no,no,telephone,22,4,195,3,-1,0,,no,2014-04-22 00:00:00
36,management,married,tertiary,no,871,no,no,cellular,18,11,170,1,-1,0,,no,2014-11-18 00:00:00
48,management,married,primary,no,1513,no,no,cellular,29,1,166,2,-1,0,,no,2014-01-29 00:00:00
36,blue-collar,married,primary,no,871,yes,yes,telephone,18,11,2,1,-1,0,,no,2014-11-18 00:00:00
25,technician,single,secondary,no,1298,no,no,cellular,2,9,206,7,94,2,other,no,2014-09-02 00:00:00
40,technician,single,secondary,no,360,yes,no,,9,5,73,1,-1,0,,no,2014-05-09 00:00:00
33,services,married,tertiary,no,597,no,no,cellular,4,2,134,1,-1,0,,no,2014-02-04 00:00:00
30,blue-collar,divorced,secondary,yes,457,yes,no,,20,6,115,20,-1,0,,no,2014-06-20 00:00:00
27,services,single,secondary,no,2457,yes,no,,29,5,123,4,-1,0,,no,2014-05-29 00:00:00
34,technician,married,tertiary,no,2069,no,no,cellular,20,8,328,2,-1,0,,no,2014-08-20 00:00:00
28,services,single,secondary,no,47,no,no,cellular,22,7,405,2,-1,0,,no,2014-07-22 00:00:00
40,blue-collar,married,primary,no,13,yes,no,,4,7,178,1,-1,0,,no,2014-07-04 00:00:00
47,retired,married,secondary,no,-71,yes,no,cellular,11,8,293,5,-1,0,,no,2014-08-11 00:00:00
59,,divorced,,no,27,no,no,,5,5,347,3,-1,0,,no,2014-05-05 00:00:00
30,services,single,secondary,no,-114,yes,no,cellular,21,7,396,2,-1,0,,no,2014-07-21 00:00:00
39,unemployed,single,secondary,no,2645,yes,no,,21,5,339,3,-1,0,,no,2014-05-21 00:00:00
44,blue-collar,married,secondary,no,1025,yes,no,,18,6,200,1,-1,0,,no,2014-06-18 00:00:00
46,management,single,tertiary,no,2044,no,no,telephone,4,2,25,1,-1,0,,no,2014-02-04 00:00:00
32,housemaid,married,tertiary,no,10,yes,no,,2,6,658,2,-1,0,,no,2014-06-02 00:00:00
35,admin,divorced,secondary,no,0,no,yes,cellular,14,7,245,2,-1,0,,no,2014-07-14 00:00:00
35,management,single,tertiary,no,644,yes,no,,30,5,120,2,-1,0,,no,2014-05-30 00:00:00
38,management,married,tertiary,no,4293,yes,no,cellular,6,5,92,2,250,2,failure,no,2014-05-06 00:00:00
27,housemaid,married,primary,yes,-238,no,no,cellular,14,7,132,4,-1,0,,no,2014-07-14 00:00:00
32,housemaid,divorced,secondary,no,-613,yes,no,cellular,15,4,266,2,-1,0,,no,2014-04-15 00:00:00
37,admin,divorced,secondary,no,1573,yes,no,cellular,12,5,639,3,326,10,failure,no,2014-05-12 00:00:00
59,entrepreneur,married,tertiary,no,1728,no,no,cellular,7,7,575,2,-1,0,,no,2014-07-07 00:00:00
32,technician,married,tertiary,no,15,no,no,cellular,14,5,226,1,346,1,failure,no,2014-05-14 00:00:00
31,technician,married,secondary,no,-160,yes,no,cellular,14,7,126,6,-1,0,,no,2014-07-14 00:00:00
55,technician,married,secondary,no,312,no,no,cellular,6,2,13,8,9,3,other,no,2014-02-06 00:00:00
26,technician,single,secondary,no,33,no,no,cellular,23,7,91,7,-1,0,,no,2014-07-23 00:00:00
30,blue-collar,single,secondary,no,80,yes,yes,cellular,5,5,145,1,337,4,failure,no,2014-05-05 00:00:00
34,admin,married,secondary,no,445,no,no,cellular,19,8,256,2,-1,0,,no,2014-08-19 00:00:00
83,retired,divorced,primary,no,4565,no,no,cellular,13,9,175,2,-1,0,,no,2014-09-13 00:00:00
46,self-employed,married,primary,no,3262,no,no,cellular,14,8,77,8,-1,0,,no,2014-08-14 00:00:00
48,blue-collar,married,primary,no,559,yes,no,,15,5,1231,2,-1,0,,no,2014-05-15 00:00:00
47,blue-collar,married,secondary,no,4840,no,no,,16,6,53,1,-1,0,,no,2014-06-16 00:00:00
31,technician,married,secondary,no,-302,no,no,cellular,13,8,195,2,-1,0,,no,2014-08-13 00:00:00
32,entrepreneur,married,,no,73,yes,no,cellular,21,11,158,1,135,1,failure,no,2014-11-21 00:00:00
32,technician,married,secondary,no,4790,yes,no,cellular,22,7,314,2,-1,0,,no,2014-07-22 00:00:00
39,admin,single,secondary,no,1078,no,no,,3,6,199,3,-1,0,,no,2014-06-03 00:00:00
54,management,married,tertiary,no,284,yes,yes,telephone,15,5,65,5,-1,0,,no,2014-05-15 00:00:00
55,retired,married,secondary,no,493,yes,no,,13,5,647,7,-1,0,,no,2014-05-13 00:00:00
28,technician,single,secondary,no,100,yes,no,cellular,13,5,70,5,-1,0,,no,2014-05-13 00:00:00
48,housemaid,single,secondary,no,1042,no,no,telephone,18,11,129,2,-1,0,,no,2014-11-18 00:00:00
44,management,married,tertiary,no,3665,no,no,cellular,17,3,325,1,-1,0,,no,2014-03-17 00:00:00
47,technician,married,secondary,no,-9,no,no,cellular,14,8,457,2,-1,0,,no,2014-08-14 00:00:00
43,blue-collar,married,secondary,no,576,yes,yes,,13,5,148,1,-1,0,,no,2014-05-13 00:00:00
53,housemaid,married,primary,yes,945,no,no,cellular,29,1,82,2,-1,0,,no,2014-01-29 00:00:00
42,blue-collar,married,secondary,no,108,yes,no,telephone,31,7,51,21,-1,0,,no,2014-07-31 00:00:00
39,management,single,tertiary,no,93,yes,yes,cellular,13,5,196,2,331,3,failure,no,2014-05-13 00:00:00
37,blue-collar,married,secondary,no,-97,yes,no,,5,6,135,2,-1,0,,no,2014-06-05 00:00:00
58,management,married,tertiary,no,3768,yes,no,,18,6,316,1,-1,0,,no,2014-06-18 00:00:00
31,services,single,secondary,no,8,no,no,cellular,7,7,340,3,-1,0,,no,2014-07-07 00:00:00
40,technician,married,secondary,no,66,yes,no,,12,5,29,8,-1,0,,no,2014-05-12 00:00:00
38,services,married,secondary,no,0,no,yes,cellular,16,7,1473,6,-1,0,,no,2014-07-16 00:00:00
46,admin,divorced,secondary,no,-637,yes,no,cellular,17,11,153,1,-1,0,,no,2014-11-17 00:00:00
31,technician,married,secondary,no,0,yes,yes,cellular,28,1,71,1,223,9,other,no,2014-01-28 00:00:00
32,management,married,tertiary,no,26,no,no,cellular,22,8,222,6,-1,0,,no,2014-08-22 00:00:00
46,entrepreneur,married,tertiary,no,4726,yes,no,cellular,8,4,405,1,-1,0,,no,2014-04-08 00:00:00
25,blue-collar,married,secondary,no,1782,yes,no,,19,6,549,1,-1,0,,no,2014-06-19 00:00:00
28,blue-collar,single,secondary,no,3430,yes,no,,6,6,72,6,-1,0,,no,2014-06-06 00:00:00
40,blue-collar,married,primary,no,332,yes,no,cellular,12,5,339,2,369,3,failure,no,2014-05-12 00:00:00
31,admin,single,secondary,no,554,yes,no,cellular,5,2,94,1,-1,0,,no,2014-02-05 00:00:00
39,management,married,secondary,no,0,yes,no,cellular,24,7,21,21,-1,0,,no,2014-07-24 00:00:00
36,admin,married,secondary,no,542,yes,no,,18,6,604,6,-1,0,,no,2014-06-18 00:00:00
37,services,married,secondary,no,393,yes,yes,cellular,13,5,95,1,357,1,failure,no,2014-05-13 00:00:00
48,blue-collar,married,primary,no,134,yes,no,,28,5,315,2,-1,0,,no,2014-05-28 00:00:00
34,technician,married,tertiary,no,178,yes,no,cellular,18,11,85,1,-1,0,,no,2014-11-18 00:00:00
24,student,single,primary,no,0,no,no,,5,6,25,26,-1,0,,no,2014-06-05 00:00:00
33,management,single,tertiary,no,23,no,no,cellular,20,8,216,3,-1,0,,no,2014-08-20 00:00:00
54,technician,married,secondary,no,0,no,no,telephone,16,11,986,1,94,8,failure,no,2014-11-16 00:00:00
56,admin,married,primary,no,202,yes,no,,9,5,178,2,-1,0,,no,2014-05-09 00:00:00
41,management,divorced,tertiary,no,647,yes,no,,16,5,270,1,-1,0,,no,2014-05-16 00:00:00
46,blue-collar,married,primary,no,143,yes,no,,7,5,279,1,-1,0,,no,2014-05-07 00:00:00
27,services,single,secondary,no,1928,no,yes,cellular,15,7,513,5,-1,0,,no,2014-07-15 00:00:00
32,admin,single,secondary,no,1630,yes,no,cellular,30,1,122,1,-1,0,,no,2014-01-30 00:00:00
40,retired,married,secondary,no,102,no,no,cellular,6,5,168,1,-1,0,,no,2014-05-06 00:00:00
38,blue-collar,divorced,primary,no,0,no,no,,12,6,49,2,-1,0,,no,2014-06-12 00:00:00
36,blue-collar,married,secondary,no,1790,yes,no,cellular,16,4,386,2,-1,0,,no,2014-04-16 00:00:00
33,management,single,tertiary,no,0,no,no,,27,5,277,1,-1,0,,no,2014-05-27 00:00:00
31,management,single,tertiary,no,1675,no,no,cellular,2,9,114,2,363,1,failure,no,2014-09-02 00:00:00
34,blue-collar,married,secondary,yes,-745,yes,yes,cellular,11,7,131,2,-1,0,,no,2014-07-11 00:00:00
34,self-employed,married,secondary,no,-56,yes,no,,19,5,248,3,-1,0,,no,2014-05-19 00:00:00
45,admin,married,secondary,no,0,no,no,cellular,14,8,113,2,-1,0,,no,2014-08-14 00:00:00
52,blue-collar,married,primary,no,2396,yes,no,cellular,15,5,48,7,-1,0,,no,2014-05-15 00:00:00
37,services,single,tertiary,no,223,yes,no,,28,5,25,1,-1,0,,no,2014-05-28 00:00:00
30,blue-collar,married,primary,no,5956,yes,yes,cellular,20,11,405,1,139,1,failure,no,2014-11-20 00:00:00
35,technician,single,tertiary,no,122,no,no,cellular,20,4,49,5,328,5,failure,no,2014-04-20 00:00:00
31,technician,single,secondary,no,4888,yes,no,telephone,5,5,475,4,166,2,failure,no,2014-05-05 00:00:00
47,housemaid,married,primary,no,183,no,no,cellular,13,8,144,1,-1,0,,no,2014-08-13 00:00:00
32,entrepreneur,married,tertiary,no,0,yes,yes,cellular,18,11,95,1,-1,0,,no,2014-11-18 00:00:00
32,technician,divorced,secondary,no,-262,yes,no,telephone,28,8,85,24,-1,0,,no,2014-08-28 00:00:00
39,blue-collar,single,secondary,no,169,yes,no,,9,5,38,1,-1,0,,no,2014-05-09 00:00:00
31,blue-collar,married,secondary,no,3364,yes,no,cellular,20,11,290,1,-1,0,,no,2014-11-20 00:00:00
31,technician,married,tertiary,no,15,no,no,,2,6,389,1,-1,0,,no,2014-06-02 00:00:00
44,management,married,tertiary,no,126,yes,no,,13,5,92,1,-1,0,,no,2014-05-13 00:00:00
40,entrepreneur,married,tertiary,no,1953,yes,no,,6,6,112,5,-1,0,,no,2014-06-06 00:00:00
77,retired,married,primary,no,1385,no,no,telephone,8,9,160,4,-1,0,,no,2014-09-08 00:00:00
34,blue-collar,married,secondary,no,261,yes,no,cellular,3,2,88,5,251,3,failure,no,2014-02-03 00:00:00
48,technician,married,secondary,no,178,yes,no,,17,6,320,4,-1,0,,no,2014-06-17 00:00:00
31,technician,single,secondary,no,1819,yes,no,,15,5,226,2,-1,0,,no,2014-05-15 00:00:00
31,management,single,tertiary,no,0,no,no,cellular,19,8,155,4,-1,0,,no,2014-08-19 00:00:00
32,blue-collar,single,secondary,no,6337,yes,no,cellular,19,11,126,2,-1,0,,no,2014-11-19 00:00:00
42,admin,married,secondary,no,214,yes,no,,28,5,21,24,-1,0,,no,2014-05-28 00:00:00
35,management,single,tertiary,no,0,no,no,cellular,25,8,81,6,-1,0,,no,2014-08-25 00:00:00
57,entrepreneur,married,primary,no,1153,yes,yes,,9,6,238,6,-1,0,,no,2014-06-09 00:00:00
56,retired,married,secondary,no,415,no,no,cellular,22,8,158,2,-1,0,,no,2014-08-22 00:00:00
34,management,married,tertiary,no,101,no,no,cellular,8,8,472,2,-1,0,,no,2014-08-08 00:00:00
52,technician,married,secondary,no,1490,no,yes,,17,6,420,4,-1,0,,no,2014-06-17 00:00:00
31,admin,single,secondary,no,779,yes,yes,cellular,3,4,219,2,-1,0,,no,2014-04-03 00:00:00
42,technician,single,secondary,no,2036,yes,no,cellular,19,11,259,2,-1,0,,no,2014-11-19 00:00:00
46,blue-collar,married,primary,no,333,yes,no,cellular,31,7,284,4,-1,0,,no,2014-07-31 00:00:00
32,technician,married,secondary,no,963,no,no,cellular,28,8,15,13,-1,0,,no,2014-08-28 00:00:00
47,blue-collar,married,secondary,no,4709,no,no,cellular,22,8,78,4,-1,0,,no,2014-08-22 00:00:00
46,blue-collar,divorced,secondary,no,1074,yes,no,cellular,14,5,277,2,-1,0,,no,2014-05-14 00:00:00
41,admin,single,secondary,no,90,yes,no,cellular,15,5,77,2,347,4,failure,no,2014-05-15 00:00:00
42,admin,single,secondary,no,243,yes,no,,14,5,46,5,-1,0,,no,2014-05-14 00:00:00
31,self-employed,married,tertiary,no,414,no,no,cellular,14,8,169,5,-1,0,,no,2014-08-14 00:00:00
47,admin,single,tertiary,no,0,no,no,cellular,29,1,137,1,-1,0,,no,2014-01-29 00:00:00
60,retired,married,tertiary,no,2196,no,no,cellular,15,6,318,3,-1,0,,no,2014-06-15 00:00:00
35,entrepreneur,single,tertiary,no,1416,yes,no,cellular,6,5,100,1,169,12,other,no,2014-05-06 00:00:00
46,services,divorced,secondary,no,281,yes,yes,cellular,6,5,267,1,-1,0,,no,2014-05-06 00:00:00
40,services,married,secondary,no,518,no,no,telephone,17,7,84,1,-1,0,,no,2014-07-17 00:00:00
48,,married,,no,3,no,no,cellular,19,8,104,2,-1,0,,no,2014-08-19 00:00:00
52,blue-collar,married,primary,no,36,no,no,cellular,13,8,109,2,-1,0,,no,2014-08-13 00:00:00
50,blue-collar,married,primary,no,9301,yes,no,cellular,7,7,136,4,-1,0,,no,2014-07-07 00:00:00
34,technician,married,secondary,no,883,no,no,telephone,3,2,166,2,173,3,failure,no,2014-02-03 00:00:00
34,admin,married,tertiary,no,21,no,yes,cellular,2,6,269,1,92,2,failure,no,2014-06-02 00:00:00
44,management,married,tertiary,no,3091,yes,no,,17,6,331,4,-1,0,,no,2014-06-17 00:00:00
44,blue-collar,married,primary,no,2791,no,no,,18,6,335,1,-1,0,,no,2014-06-18 00:00:00
28,services,single,secondary,no,217,yes,no,cellular,9,2,379,3,-1,0,,no,2014-02-09 00:00:00
28,self-employed,single,tertiary,no,1579,no,no,cellular,14,10,122,3,-1,0,,no,2014-10-14 00:00:00
29,management,married,secondary,no,0,yes,no,,2,6,85,4,-1,0,,no,2014-06-02 00:00:00
29,student,single,secondary,no,314,no,no,cellular,13,8,485,3,105,1,success,no,2014-08-13 00:00:00
55,management,married,tertiary,no,655,no,no,cellular,28,7,167,6,-1,0,,no,2014-07-28 00:00:00
31,admin,married,secondary,no,212,yes,no,cellular,18,7,191,3,-1,0,,no,2014-07-18 00:00:00
31,admin,single,secondary,no,523,no,yes,cellular,2,2,323,1,109,5,failure,no,2014-02-02 00:00:00
32,management,single,tertiary,no,111,yes,no,,8,5,162,2,-1,0,,no,2014-05-08 00:00:00
31,technician,single,tertiary,no,1166,yes,no,,3,6,207,1,-1,0,,no,2014-06-03 00:00:00
47,housemaid,married,secondary,no,582,no,no,cellular,13,8,73,1,-1,0,,no,2014-08-13 00:00:00
34,technician,single,secondary,no,513,yes,no,cellular,5,5,165,3,169,5,other,no,2014-05-05 00:00:00
53,management,married,tertiary,no,75,no,no,cellular,20,8,216,2,-1,0,,no,2014-08-20 00:00:00
29,admin,single,secondary,no,1992,no,no,cellular,12,4,119,2,-1,0,,no,2014-04-12 00:00:00
50,management,married,secondary,no,2910,no,no,telephone,19,11,433,1,113,1,failure,no,2014-11-19 00:00:00
49,services,married,secondary,no,66,yes,yes,cellular,21,11,59,4,-1,0,,no,2014-11-21 00:00:00
32,technician,married,secondary,no,599,no,no,cellular,19,11,79,1,-1,0,,no,2014-11-19 00:00:00
42,technician,married,secondary,no,89,yes,no,cellular,5,5,159,1,-1,0,,no,2014-05-05 00:00:00
37,admin,single,secondary,no,796,yes,no,telephone,29,1,143,3,-1,0,,no,2014-01-29 00:00:00
36,technician,married,tertiary,no,571,yes,yes,cellular,31,7,46,3,-1,0,,no,2014-07-31 00:00:00
33,blue-collar,married,secondary,no,215,no,no,cellular,15,4,166,1,-1,0,,no,2014-04-15 00:00:00
36,blue-collar,married,secondary,no,1088,yes,no,cellular,13,5,77,2,345,2,failure,no,2014-05-13 00:00:00
30,services,married,secondary,no,271,yes,no,,15,5,365,1,-1,0,,no,2014-05-15 00:00:00
57,self-employed,married,secondary,no,11494,no,no,cellular,19,11,198,1,-1,0,,no,2014-11-19 00:00:00
37,admin,married,tertiary,no,2741,no,no,,16,6,204,4,-1,0,,no,2014-06-16 00:00:00
25,services,divorced,secondary,no,1694,no,no,cellular,7,7,159,2,-1,0,,no,2014-07-07 00:00:00
70,retired,divorced,primary,no,383,no,no,cellular,28,4,50,2,-1,0,,no,2014-04-28 00:00:00
41,management,married,tertiary,no,298,no,no,cellular,4,5,63,3,272,1,other,no,2014-05-04 00:00:00
26,management,single,tertiary,no,155,yes,no,cellular,27,5,74,4,43,5,other,no,2014-05-27 00:00:00
53,entrepreneur,married,primary,no,694,yes,no,,14,5,157,1,-1,0,,no,2014-05-14 00:00:00
55,management,married,,no,179,no,no,,19,6,97,1,-1,0,,no,2014-06-19 00:00:00
23,technician,single,secondary,no,356,yes,no,cellular,18,5,224,2,356,2,failure,no,2014-05-18 00:00:00
45,management,married,tertiary,no,0,yes,no,cellular,5,5,469,2,342,1,failure,no,2014-05-05 00:00:00
34,self-employed,married,secondary,no,179,yes,yes,cellular,24,7,137,4,-1,0,,no,2014-07-24 00:00:00
35,management,married,tertiary,no,244,yes,no,cellular,19,11,138,1,-1,0,,no,2014-11-19 00:00:00
30,management,divorced,tertiary,no,46,no,no,cellular,13,8,382,3,-1,0,,no,2014-08-13 00:00:00
36,admin,divorced,secondary,no,246,yes,no,,16,5,206,2,-1,0,,no,2014-05-16 00:00:00
48,self-employed,married,tertiary,no,7,yes,no,,5,5,286,1,-1,0,,no,2014-05-05 00:00:00
67,retired,divorced,primary,no,1746,no,no,cellular,5,8,134,1,-1,0,,no,2014-08-05 00:00:00
35,technician,single,tertiary,no,992,yes,no,cellular,26,8,79,1,114,3,failure,no,2014-08-26 00:00:00
38,housemaid,divorced,tertiary,no,4312,no,no,cellular,15,5,67,4,175,6,failure,no,2014-05-15 00:00:00
44,blue-collar,married,primary,no,103,yes,no,cellular,12,5,79,1,329,2,failure,no,2014-05-12 00:00:00
54,blue-collar,married,secondary,no,506,yes,no,cellular,18,11,172,2,104,2,failure,no,2014-11-18 00:00:00
42,management,divorced,tertiary,no,461,yes,no,,3,6,72,1,-1,0,,no,2014-06-03 00:00:00
36,technician,single,tertiary,no,268,no,no,cellular,29,8,54,12,-1,0,,no,2014-08-29 00:00:00
26,technician,single,secondary,yes,-454,no,yes,cellular,18,7,652,2,-1,0,,no,2014-07-18 00:00:00
35,management,married,tertiary,no,365,no,no,cellular,21,11,168,2,-1,0,,no,2014-11-21 00:00:00
33,technician,divorced,secondary,no,2,yes,no,cellular,7,5,600,2,330,17,failure,no,2014-05-07 00:00:00
58,services,married,secondary,no,1667,yes,yes,,6,5,85,1,-1,0,,no,2014-05-06 00:00:00
21,blue-collar,single,secondary,no,2265,no,no,cellular,27,5,156,4,99,2,success,no,2014-05-27 00:00:00
34,blue-collar,married,secondary,no,4622,yes,yes,,20,5,217,1,-1,0,,no,2014-05-20 00:00:00
38,blue-collar,single,secondary,no,0,no,no,cellular,13,8,255,2,105,1,failure,no,2014-08-13 00:00:00
41,technician,married,secondary,no,188,no,yes,telephone,31,7,15,25,-1,0,,no,2014-07-31 00:00:00
36,management,single,secondary,no,0,no,no,cellular,13,8,333,5,-1,0,,no,2014-08-13 00:00:00
38,self-employed,single,secondary,no,592,no,no,cellular,6,5,275,1,-1,0,,no,2014-05-06 00:00:00
25,technician,married,secondary,no,-276,yes,no,,4,6,105,1,-1,0,,no,2014-06-04 00:00:00
34,technician,married,secondary,no,1254,no,no,cellular,6,5,77,3,-1,0,,no,2014-05-06 00:00:00
34,technician,married,secondary,no,652,yes,yes,cellular,18,7,50,4,-1,0,,no,2014-07-18 00:00:00
45,blue-collar,married,secondary,no,192,yes,no,cellular,13,5,154,5,176,1,other,no,2014-05-13 00:00:00
30,technician,single,secondary,no,148,yes,yes,cellular,15,5,115,5,-1,0,,no,2014-05-15 00:00:00
42,technician,married,secondary,no,1812,yes,no,cellular,31,7,84,2,-1,0,,no,2014-07-31 00:00:00
50,unemployed,married,secondary,no,3478,yes,no,,13,5,342,3,-1,0,,no,2014-05-13 00:00:00
33,technician,married,secondary,no,264,no,no,cellular,28,8,180,4,-1,0,,no,2014-08-28 00:00:00
